page,structures,sum
page,structures,sum
page,structures,sum
page,structures,sum
page,structures,sum
2, 6
3, 8
5, 1
6, 1
9, 1
14, 7
17, 10
19, 13
20, 2
21, 11
22, 2
24, 6
26, 1
35, 14
37, 20
39, 13
91, 1
total,cropedStrcut,117
page,structures,sum
page,structures,sum
2, 6
3, 8
5, 1
6, 1
9, 1
page,structures,sum
2, 6
page,structures,sum
2, 6
